flight_time,year,month,dayofmonth,weekday,carrier,tailnum,flightnum,origin,dest,bos_depart,schedule_depart,depart,wheels_off,distance,weather_delay,nas_delay,security_delay,late_aircraft_delay,carrier_delay
79,2018,11,29,4,YX,N880RW,5971,other,BOS,0,720,718,728,818,0,0,0,0,0
244,2018,12,31,1,B6,N980JB,487,BOS,LAX,1,635,626,638,2611,0,0,0,0,0
149,2018,12,8,6,B6,N571JB,2469,BOS,FLL,1,1169,1169,1181,1237,0,0,0,0,0
85,2018,11,9,5,B6,N355JB,984,RDU,BOS,0,942,946,966,612,0,0,0,0,0
74,2018,6,5,2,B6,N334JB,1089,BOS,DCA,1,949,965,979,399,0,0,0,0,0
136,2018,3,2,5,B6,N523JB,166,other,BOS,0,777,784,805,1249,0,1,0,1,1
90,2018,12,10,1,9E,N918XJ,5236,other,BOS,0,1196,1186,1203,1010,0,0,0,0,0
66,2018,5,7,1,AA,N961UW,2120,DCA,BOS,0,990,981,997,399,0,0,0,0,0
190,2018,4,14,6,B6,N945JB,488,LAX,BOS,0,700,690,716,2611,0,0,0,0,0
91,2018,3,15,4,B6,N592JB,796,ATL,BOS,0,1226,1219,1237,946,0,0,0,0,0
82,2018,6,3,7,DL,N906DL,58,other,BOS,0,899,899,910,752,0,0,0,0,0
218,2018,11,3,6,UA,N518UA,1272,SFO,BOS,0,965,957,972,2704,0,0,0,0,0
112,2018,10,18,4,WN,N7726A,2437,BOS,other,1,355,352,386,942,0,1,0,0,0
188,2018,10,23,2,B6,N989JB,488,LAX,BOS,0,676,802,840,2611,0,1,0,1,0
114,2018,8,28,2,DL,N696DL,1529,MSP,BOS,0,900,1034,1046,1124,0,0,0,1,1
108,2018,2,20,2,DL,N336NW,1082,DTW,BOS,0,1050,1044,1057,632,0,0,0,0,0
238,2018,2,15,4,UA,N590UA,1413,SFO,BOS,0,1235,1224,1243,2704,0,0,0,0,0
100,2018,1,30,2,WN,N934WN,449,BOS,other,1,390,385,422,640,0,0,0,0,0
159,2018,11,29,4,WN,N755SA,1260,BOS,other,1,770,770,792,1609,0,0,0,0,0
63,2018,6,15,5,WN,N779SW,2153,BWI,BOS,0,685,682,697,369,0,0,0,0,0
54,2018,6,15,5,AA,N959UW,2131,BOS,LGA,1,900,929,948,184,0,0,0,0,0
131,2018,6,27,3,WN,N791SW,2501,other,BOS,0,375,407,417,1609,0,0,0,0,1
123,2018,5,12,6,B6,N948JB,1152,MCO,BOS,0,1127,1119,1129,1121,0,0,0,0,0
116,2018,11,9,5,DL,N341NW,1137,other,BOS,0,414,410,424,1185,0,0,0,0,0
61,2018,9,29,6,B6,N318JB,156,other,BOS,0,885,878,889,413,0,0,0,0,0
124,2018,4,15,7,DL,N376NW,2364,BOS,other,1,920,914,944,1185,0,1,0,0,0
154,2018,12,3,1,B6,N565JB,269,BOS,FLL,1,582,576,586,1237,0,0,0,0,0
173,2018,1,12,5,B6,N594JB,69,BOS,FLL,1,860,895,911,1237,0,1,0,0,1
198,2018,6,13,3,AS,N287AK,24,other,BOS,0,1300,1305,1333,2496,0,0,0,0,0
192,2018,1,29,1,AA,N133AN,1379,LAX,BOS,0,1365,1358,1382,2611,0,0,0,0,0
42,2018,9,12,3,UA,N420UA,1083,EWR,BOS,0,575,567,631,200,0,1,0,0,0
89,2018,7,25,3,B6,N184JB,1245,BOS,CLT,1,491,492,508,728,0,0,0,0,0
75,2018,9,17,1,B6,N306JB,157,BOS,other,1,754,742,752,413,0,0,0,0,0
50,2018,6,28,4,AA,N949UW,2172,LGA,BOS,0,900,1162,1175,184,1,0,0,1,0
67,2018,5,29,2,UA,N448UA,655,other,BOS,0,750,747,761,413,0,0,0,0,0
103,2018,11,9,5,B6,N570JB,49,BOS,other,1,384,380,396,901,0,0,0,0,0
102,2018,6,10,7,UA,N488UA,449,BOS,ORD,1,430,478,515,867,0,1,0,0,0
44,2018,6,18,1,B6,N267JB,832,LGA,BOS,0,835,826,843,184,0,0,0,0,0
123,2018,7,1,7,NK,N634NK,615,BOS,FLL,1,1107,1116,1135,1237,0,0,0,0,0
143,2018,7,19,4,AA,N880NN,1418,BOS,other,1,359,360,373,1258,0,0,0,0,0
71,2018,10,1,1,YX,N209JQ,5898,BOS,other,1,570,560,580,640,0,0,0,0,0
207,2018,4,26,4,B6,N942JB,178,other,BOS,0,611,604,627,2381,0,0,0,0,0
47,2018,7,12,4,B6,N307JB,631,BOS,LGA,1,404,396,416,184,0,0,0,0,0
132,2018,5,21,1,AA,N972NN,1516,other,BOS,0,930,961,973,1258,0,0,0,1,1
58,2018,11,18,7,AA,N951UW,2164,BOS,LGA,1,1020,1027,1038,184,0,0,0,0,0
66,2018,2,25,7,YX,N214JQ,6048,LGA,BOS,0,1080,1100,1117,184,0,0,0,1,0
58,2018,11,19,1,B6,N294JB,626,BWI,BOS,0,623,646,657,369,0,0,0,0,0
43,2018,6,21,4,UA,N492UA,2062,EWR,BOS,0,1319,1427,4,200,0,0,0,1,1
219,2018,7,10,2,UA,N28457,1820,BOS,LAX,1,385,384,399,2611,0,0,0,0,0
69,2018,8,11,6,AA,N721UW,544,BOS,PHL,1,325,318,337,280,0,0,0,0,0
102,2018,11,14,3,B6,N337JB,112,ORD,BOS,0,1152,1162,1183,867,0,0,0,0,0
76,2018,8,27,1,AA,N811NN,2312,ORD,BOS,0,718,713,722,867,0,0,0,0,0
251,2018,9,24,1,UA,N587UA,2400,BOS,SFO,1,1105,1096,1109,2704,0,0,0,0,0
54,2018,11,28,3,UA,N78438,700,BOS,EWR,1,540,535,553,200,0,0,0,0,0
141,2018,9,16,7,WN,N7863A,4998,other,BOS,0,670,668,676,1698,0,0,0,0,0
120,2018,8,17,5,B6,N651JB,1022,other,BOS,0,345,338,349,1197,0,0,0,0,0
43,2018,6,29,5,AA,N956UW,2172,LGA,BOS,0,900,894,922,184,0,0,0,0,0
55,2018,12,3,1,YX,N870RW,6069,BOS,LGA,1,900,953,985,184,0,1,0,0,0
73,2018,10,29,1,AA,N831AW,2130,BOS,DCA,1,600,593,629,399,0,0,0,0,0
101,2018,9,14,5,DL,N343DN,900,BOS,ATL,1,375,368,388,946,0,0,0,0,0
242,2018,4,1,7,B6,N618JB,647,BOS,other,1,1155,1154,1176,2105,0,1,0,0,0
50,2018,10,29,1,UA,N14235,1202,BOS,EWR,1,1080,1098,1157,200,0,1,0,0,0
160,2018,2,7,3,NK,N504NK,799,BOS,other,1,1235,1318,1331,1185,0,1,0,1,1
134,2018,1,1,1,B6,N509JB,570,FLL,BOS,0,837,846,898,1237,0,1,0,0,1
50,2018,1,19,5,DL,N355NW,43,JFK,BOS,0,895,893,929,187,0,0,0,0,0
51,2018,4,9,1,B6,N284JB,260,PHL,BOS,0,822,816,843,280,0,0,0,0,0
222,2018,5,4,5,AS,N522VA,1360,LAX,BOS,0,450,443,456,2611,0,0,0,0,0
47,2018,6,6,3,MQ,N833AE,3971,BOS,other,1,1149,1224,1237,265,0,0,0,1,1
145,2018,2,2,5,B6,N974JB,1165,BOS,other,1,1207,1229,1241,1249,0,0,0,0,0
119,2018,8,21,2,DL,N353NW,2790,BOS,MSP,1,1135,1196,1209,1124,0,0,0,1,0
75,2018,10,19,5,B6,N206JB,1354,DCA,BOS,0,1320,1317,1329,399,0,0,0,0,0
122,2018,11,30,5,OO,N272SY,3823,BOS,other,1,455,446,477,1010,0,0,0,0,0
50,2018,1,26,5,B6,N296JB,1332,LGA,BOS,0,1170,1163,1183,184,0,0,0,0,0
141,2018,10,1,1,B6,N505JB,2235,BOS,MSP,1,1245,1326,1341,1124,0,1,0,0,1
66,2018,12,14,5,NK,N527NK,1030,BWI,BOS,0,1182,1180,1196,369,0,0,0,0,0
67,2018,3,25,7,AA,N952UW,1900,BOS,PHL,1,750,744,754,280,0,0,0,0,0
69,2018,9,1,6,AA,N954UW,2119,BOS,DCA,1,960,951,968,399,0,0,0,0,0
50,2018,8,23,4,AA,N944UW,2132,BOS,LGA,1,420,410,457,184,0,0,0,0,0
49,2018,4,2,1,B6,N318JB,2580,EWR,BOS,0,1061,1200,1232,200,0,1,0,1,1
82,2018,3,20,2,AA,N954UW,2169,BOS,DCA,1,660,662,686,399,0,0,0,0,0
268,2018,4,3,2,UA,N77539,717,BOS,LAX,1,1089,1088,1104,2611,0,0,0,0,0
78,2018,9,26,3,MQ,N841AE,3765,PIT,BOS,0,501,502,528,496,0,0,0,0,0
51,2018,6,21,4,B6,N279JB,318,JFK,BOS,0,420,414,434,187,0,0,0,0,0
82,2018,8,4,6,B6,N279JB,381,BOS,other,1,1096,1130,1169,474,0,1,0,1,0
93,2018,6,24,7,B6,N197JB,1481,BOS,other,1,360,357,370,474,0,0,0,0,0
79,2018,10,8,1,AA,N826NN,2687,BOS,CLT,1,1151,1164,1183,728,0,0,0,0,0
102,2018,7,22,7,AA,N717UW,1915,CLT,BOS,0,469,469,482,728,0,0,0,0,0
92,2018,1,17,3,B6,N316JB,440,other,BOS,0,628,627,652,563,0,1,0,0,0
120,2018,4,8,7,B6,N793JB,521,BOS,other,1,820,826,840,1197,0,0,0,0,0
97,2018,11,2,5,WN,N7832A,607,BOS,other,1,1165,1299,1313,860,0,0,0,1,1
90,2018,9,2,7,YX,N210JQ,6096,other,BOS,0,710,707,718,818,0,0,0,0,0
116,2018,8,8,3,B6,N558JB,2352,MCO,BOS,0,796,832,846,1121,0,1,0,0,0
102,2018,5,24,4,DL,N344DN,1501,BOS,ATL,1,440,438,452,946,0,0,0,0,0
145,2018,10,17,3,B6,N972JB,451,BOS,MCO,1,651,650,668,1121,0,1,0,0,0
165,2018,10,20,6,B6,N763JB,1038,other,BOS,0,1057,1063,1075,1698,0,0,0,0,0
104,2018,10,9,2,DL,N328DN,2062,MSP,BOS,0,1078,1078,1096,1124,0,0,0,0,0
154,2018,10,21,7,UA,N69885,1253,other,BOS,0,471,464,483,1597,0,0,0,0,0
76,2018,6,7,4,WN,N245WN,2103,BWI,BOS,0,445,443,457,369,0,0,0,0,0
71,2018,5,29,2,B6,N279JB,1482,other,BOS,0,647,661,671,474,0,0,0,0,0
31,2018,7,24,2,B6,N337JB,1552,BOS,other,1,510,493,540,91,0,0,0,0,0
123,2018,2,1,4,DL,N304DN,981,BOS,ATL,1,810,804,821,946,0,0,0,0,0
51,2018,2,23,5,B6,N337JB,840,other,BOS,0,349,343,365,265,0,0,0,0,0
62,2018,8,6,1,B6,N187JB,1776,PHL,BOS,0,551,537,553,280,0,0,0,0,0
106,2018,7,18,3,WN,N217JC,2103,BOS,other,1,575,572,581,861,0,0,0,0,0
87,2018,9,23,7,B6,N657JB,796,ATL,BOS,0,1180,1184,1197,946,0,0,0,0,0
85,2018,8,4,6,WN,N923WN,5642,BOS,other,1,925,927,948,860,0,0,0,0,0
109,2018,6,14,4,AA,N875NN,140,BOS,ORD,1,635,624,645,867,0,0,0,0,0
204,2018,4,26,4,AS,N628VA,1370,LAX,BOS,0,1380,1379,1401,2611,0,0,0,0,0
202,2018,8,23,4,B6,N967JB,1078,other,BOS,0,440,430,454,2381,0,0,0,0,0
71,2018,11,6,2,B6,N193JB,317,BOS,JFK,1,1139,1212,1224,187,0,1,0,1,1
63,2018,4,23,1,B6,N206JB,1226,BWI,BOS,0,498,483,496,369,0,0,0,0,0
143,2018,7,11,3,B6,N527JB,562,other,BOS,0,1259,1270,1280,1674,0,0,0,0,0
223,2018,8,21,2,B6,N987JB,2819,BOS,other,1,438,430,452,2588,0,0,0,0,0
84,2018,5,15,2,AA,N987AN,1543,BOS,CLT,1,965,961,979,728,0,0,0,0,0
226,2018,12,11,2,AS,N844VA,1367,BOS,LAX,1,1095,1124,1140,2611,0,0,0,0,0
108,2018,7,21,6,B6,N656JB,1097,BOS,ATL,1,558,552,566,946,0,0,0,0,0
231,2018,1,19,5,B6,N968JB,687,BOS,LAX,1,1060,1056,1080,2611,0,0,0,0,0
78,2018,6,28,4,9E,N398CA,3380,BOS,other,1,606,602,636,752,0,0,0,0,0
74,2018,1,14,7,DL,N329DN,903,ATL,BOS,0,1345,1344,1365,946,0,0,0,0,0
211,2018,4,16,1,B6,N980JB,620,other,BOS,0,836,966,999,2588,0,1,0,0,0
186,2018,8,27,1,AA,N902AN,2320,other,BOS,0,751,749,768,2300,0,0,0,0,0
49,2018,11,17,6,B6,N355JB,18,JFK,BOS,0,899,894,922,187,0,0,0,0,0
197,2018,7,30,1,NK,N651NK,640,other,BOS,0,1335,1334,1362,2381,0,0,0,0,0
158,2018,10,17,3,UA,N423UA,779,DEN,BOS,0,793,798,812,1754,0,0,0,0,0
267,2018,3,21,3,B6,N937JB,633,BOS,SFO,1,942,936,951,2704,0,0,0,0,0
106,2018,11,14,3,WN,N790SW,1561,other,BOS,0,435,436,445,1256,0,0,0,0,0
48,2018,12,14,5,YX,N204JQ,5962,LGA,BOS,0,360,353,367,184,0,0,0,0,0
78,2018,7,2,1,B6,N197JB,682,other,BOS,0,1239,1222,1230,474,0,0,0,0,0
132,2018,8,18,6,B6,N705JB,2469,BOS,FLL,1,1240,1293,1304,1237,0,0,0,0,1
87,2018,4,19,4,DL,N342NB,999,DTW,BOS,0,1325,1365,1376,632,0,0,0,0,1
71,2018,1,26,5,AA,N838AW,2160,BOS,DCA,1,540,534,549,399,0,0,0,0,0
54,2018,7,10,2,9E,N308PQ,5071,JFK,BOS,0,419,413,435,187,0,0,0,0,0
82,2018,2,19,1,B6,N358JB,1600,BOS,DCA,1,360,355,394,399,0,0,0,0,0
69,2018,9,23,7,AA,N585UW,1728,CLT,BOS,0,989,990,1015,728,0,0,0,0,0
146,2018,5,10,4,WN,N7882B,127,other,BOS,0,460,454,463,1698,0,0,0,0,0
117,2018,5,2,3,NK,N614NK,423,BOS,MCO,1,947,944,960,1121,0,0,0,0,0
71,2018,10,8,1,B6,N249JB,2216,other,BOS,0,354,342,355,395,0,0,0,0,0
53,2018,1,3,3,UA,N68453,1001,BOS,EWR,1,430,421,453,200,0,0,0,0,0
109,2018,11,26,1,B6,N646JB,836,MSP,BOS,0,630,631,648,1124,0,0,0,0,0
117,2018,10,10,3,NK,N623NK,615,BOS,FLL,1,1091,1114,1137,1237,0,0,0,0,0
73,2018,9,13,4,AA,N655AW,1728,CLT,BOS,0,989,1044,1091,728,0,1,0,1,0
125,2018,1,21,7,WN,N719SW,3999,BOS,other,1,540,538,551,1047,0,0,0,0,0
134,2018,2,27,2,NK,N673NK,609,BOS,FLL,1,662,654,670,1237,0,0,0,0,0
134,2018,10,10,3,NK,N673NK,1614,FLL,BOS,0,677,694,704,1237,0,0,0,0,0
49,2018,9,16,7,DL,N330NW,1624,LGA,BOS,0,1200,1215,1235,184,0,0,0,0,0
66,2018,6,10,7,UA,N38467,352,other,BOS,0,1339,1339,1368,413,0,0,0,0,0
65,2018,6,23,6,WN,N7719A,1930,BWI,BOS,0,1080,1082,1094,369,0,0,0,0,0
56,2018,5,24,4,MQ,N849AE,3971,BOS,other,1,1159,1151,1196,265,0,0,0,0,0
214,2018,9,13,4,B6,N621JB,2339,BOS,other,1,936,925,939,2601,0,0,0,0,0
66,2018,12,7,5,B6,N216JB,1712,ORD,BOS,0,907,973,995,867,0,0,0,1,1
226,2018,5,2,3,B6,N985JB,597,BOS,other,1,386,374,391,2496,0,0,0,0,0
129,2018,8,4,6,YX,N210JQ,5978,other,BOS,0,365,363,380,1256,0,0,0,0,0
210,2018,8,30,4,B6,N944JB,497,BOS,other,1,1316,1328,1344,2496,0,0,0,0,0
197,2018,10,9,2,AA,N306PB,2600,BOS,DFW,1,485,477,499,1562,0,1,0,0,0
70,2018,9,14,5,B6,N296JB,2127,BOS,BWI,1,656,644,657,369,0,0,0,0,0
108,2018,7,31,2,B6,N306JB,1711,BOS,ORD,1,748,757,778,867,0,0,0,0,0
199,2018,3,12,1,DL,N712TW,2610,SFO,BOS,0,715,710,724,2704,0,0,0,0,0
88,2018,3,11,7,B6,N594JB,796,ATL,BOS,0,1226,1226,1243,946,0,0,0,0,0
142,2018,9,21,5,UA,N850UA,1423,other,BOS,0,860,929,940,1597,1,1,0,0,0
42,2018,10,21,7,B6,N306JB,1332,LGA,BOS,0,1170,1173,1193,184,0,0,0,0,0
94,2018,5,23,3,WN,N8560Z,5781,BOS,other,1,1215,1235,1255,942,0,0,0,0,0
190,2018,9,19,3,NK,N653NK,640,other,BOS,0,1345,1342,1358,2381,0,0,0,0,0
83,2018,4,14,6,AA,N801NN,1540,ORD,BOS,0,900,897,910,867,0,0,0,0,0
143,2018,12,20,4,DL,N348NW,2178,BOS,MCO,1,714,708,723,1121,0,0,0,0,0
53,2018,6,13,3,AA,N949UW,2115,LGA,BOS,0,720,716,735,184,0,0,0,0,0
115,2018,3,31,6,NK,N668NK,422,MCO,BOS,0,945,949,962,1121,0,0,0,0,0
70,2018,7,2,1,UA,N27477,525,BOS,other,1,595,593,606,413,0,0,0,0,0
41,2018,5,15,2,UA,N814UA,994,EWR,BOS,0,1170,1174,1256,200,0,1,0,0,0
86,2018,8,28,2,DL,N910DN,58,other,BOS,0,900,899,908,752,0,0,0,0,0
165,2018,3,6,2,UA,N483UA,599,DEN,BOS,0,467,468,481,1754,0,0,0,0,0
80,2018,11,17,6,B6,N247JB,1336,DTW,BOS,0,1131,1142,1157,632,0,0,0,0,0
99,2018,7,29,7,WN,N8502Z,4360,other,BOS,0,585,590,601,1047,0,0,0,0,0
204,2018,12,28,5,AA,N907AA,1628,LAX,BOS,0,935,939,958,2611,0,0,0,0,0
188,2018,5,31,4,UA,N502UA,1865,SFO,BOS,0,640,644,660,2704,0,0,0,0,0
56,2018,5,10,4,DL,N929AT,320,BOS,LGA,1,450,467,506,184,0,1,0,0,0
89,2018,6,19,2,NK,N521NK,440,other,BOS,0,1162,1156,1170,563,0,0,0,0,0
75,2018,8,28,2,B6,N334JB,2267,BOS,other,1,888,880,894,818,0,0,0,0,0
203,2018,3,29,4,DL,N3744F,301,other,BOS,0,1320,1313,1330,2496,0,0,0,0,0
92,2018,2,6,2,AA,N952UW,2159,BOS,DCA,1,360,354,393,399,0,0,0,0,0
201,2018,8,15,3,B6,N991JB,597,BOS,other,1,415,420,436,2496,0,0,0,0,0
174,2018,2,1,4,WN,N7819A,1637,BOS,other,1,320,312,327,1554,0,0,0,0,0
110,2018,12,13,4,B6,N580JB,836,MSP,BOS,0,630,616,628,1124,0,0,0,0,0
82,2018,11,15,4,B6,N274JB,1886,PIT,BOS,0,1182,1197,1238,496,0,1,0,1,1
42,2018,12,1,6,YX,N882RW,6070,LGA,BOS,0,1080,1075,1089,184,0,0,0,0,0
94,2018,6,7,4,DL,N540US,868,MSP,BOS,0,1219,1217,1236,1124,0,0,0,0,0
82,2018,1,5,5,B6,N316JB,1885,BOS,PIT,1,1093,62,74,496,1,0,0,1,0
278,2018,2,24,6,B6,N981JB,687,BOS,LAX,1,1070,1063,1078,2611,0,0,0,0,0
140,2018,12,3,1,AA,N180US,1853,DFW,BOS,0,638,659,676,1562,0,0,0,0,0
138,2018,5,25,5,NK,N526NK,616,FLL,BOS,0,852,846,872,1237,0,0,0,0,0
188,2018,12,30,7,B6,N273JB,1031,BOS,other,1,438,431,457,1609,0,0,0,0,0
57,2018,1,11,4,YX,N208JQ,6075,BOS,LGA,1,1080,1077,1097,184,0,0,0,0,0
221,2018,5,29,2,NK,N631NK,641,BOS,other,1,1198,1195,1206,2381,0,0,0,0,0
216,2018,3,9,5,DL,N379DA,2532,LAX,BOS,0,1315,1319,1341,2611,0,0,0,0,0
67,2018,7,6,5,AA,N957UW,2134,DCA,BOS,0,1110,1201,1219,399,0,0,0,1,1
104,2018,1,26,5,B6,N316JB,783,BOS,RDU,1,929,932,965,612,0,0,0,0,0
69,2018,4,13,5,WN,N225WN,416,BWI,BOS,0,440,439,449,369,0,0,0,0,0
54,2018,4,20,5,DL,N986AT,2789,BOS,LGA,1,420,415,439,184,0,0,0,0,0
116,2018,11,15,4,DL,N324US,2747,FLL,BOS,0,939,953,970,1237,0,0,0,0,0
90,2018,8,4,6,B6,N279JB,1836,DTW,BOS,0,345,347,361,632,0,0,0,0,0
205,2018,5,1,2,B6,N935JB,1077,BOS,other,1,360,353,369,2381,0,0,0,0,0
98,2018,2,5,1,B6,N309JB,1246,CLT,BOS,0,693,685,696,728,0,0,0,0,0
61,2018,7,1,7,WN,N424WN,5211,BOS,BWI,1,1030,1026,1042,369,0,0,0,0,0
97,2018,7,25,3,DL,N389DA,2647,BOS,ATL,1,675,670,697,946,0,0,0,0,0
128,2018,4,7,6,B6,N729JB,2469,BOS,FLL,1,1135,1131,1152,1237,0,1,0,0,0
126,2018,4,12,4,DL,N376NW,2913,BOS,other,1,445,453,478,1185,0,0,0,0,0
98,2018,3,22,4,DL,N339NB,2437,DTW,BOS,0,445,441,451,632,0,0,0,0,0
77,2018,3,14,3,B6,N306JB,2216,other,BOS,0,380,368,407,395,0,1,0,0,0
96,2018,2,1,4,B6,N283JB,1281,BOS,other,1,780,787,800,474,0,0,0,0,0
49,2018,1,21,7,B6,N337JB,1331,BOS,LGA,1,1030,1020,1040,184,0,0,0,0,0
42,2018,12,3,1,B6,N238JB,18,JFK,BOS,0,890,882,901,187,0,0,0,0,0
51,2018,9,30,7,DL,N954AT,2687,BOS,LGA,1,1020,1021,1064,184,0,0,0,0,0
129,2018,8,13,1,B6,N646JB,321,BOS,other,1,1016,1027,1045,1197,0,0,0,0,0
109,2018,6,20,3,OO,N816SK,4671,other,BOS,0,1020,667,683,942,0,1,0,0,1
84,2018,1,24,3,B6,N571JB,1785,BOS,PIT,1,1287,1277,1291,496,0,0,0,0,0
139,2018,8,5,7,WN,N8615E,1724,DEN,BOS,0,690,689,704,1754,0,0,0,0,0
54,2018,11,12,1,B6,N348JB,2016,other,BOS,0,708,699,706,395,0,0,0,0,0
92,2018,8,19,7,WN,N7744A,4904,other,BOS,0,745,851,864,942,0,0,0,1,0
88,2018,12,23,7,B6,N358JB,1285,BOS,PIT,1,374,367,384,496,0,0,0,0,0
65,2018,8,29,3,B6,N355JB,816,other,BOS,0,568,558,566,395,0,0,0,0,0
46,2018,7,6,5,OO,N265SY,4146,JFK,BOS,0,1265,1380,1428,187,0,0,0,0,1
64,2018,12,3,1,AA,N829AW,2116,DCA,BOS,0,1050,1050,1074,399,0,0,0,0,0
156,2018,12,24,1,B6,N274JB,2969,BOS,FLL,1,421,416,445,1237,0,0,0,0,0
61,2018,6,7,4,B6,N375JB,760,PHL,BOS,0,1212,1201,1213,280,0,0,0,0,0
46,2018,1,30,2,DL,N967AT,2680,BOS,LGA,1,420,501,554,184,1,1,0,0,0
74,2018,1,1,1,AA,N744P,2129,BOS,DCA,1,780,814,829,399,0,0,0,0,1
129,2018,11,25,7,WN,N7752B,4575,BOS,other,1,655,717,727,1047,0,0,0,1,1
86,2018,3,30,5,9E,N8683B,3470,BOS,other,1,539,814,849,395,0,1,0,1,1
105,2018,4,16,1,B6,N358JB,2667,BOS,other,1,480,480,496,818,0,0,0,0,0
99,2018,3,21,3,UA,N69824,775,BOS,ORD,1,501,502,513,867,0,0,0,0,0
166,2018,6,10,7,UA,N36444,1254,BOS,other,1,470,469,486,1597,0,0,0,0,0
43,2018,9,10,1,B6,N229JB,2680,EWR,BOS,0,1286,1323,1350,200,0,0,0,1,0
249,2018,8,16,4,UA,N587UA,2294,BOS,SFO,1,555,546,575,2704,0,0,0,0,0
62,2018,5,3,4,YX,N202JQ,6047,BOS,LGA,1,1020,1061,1078,184,0,1,0,1,0
123,2018,11,27,2,WN,N8615E,946,BOS,other,1,450,450,484,1047,0,0,0,0,0
102,2018,7,7,6,UA,N35271,203,BOS,ORD,1,300,293,307,867,0,0,0,0,0
136,2018,12,7,5,AA,N314PD,2579,DFW,BOS,0,895,1056,1073,1562,0,0,0,0,1
62,2018,6,11,1,AA,N742PS,2149,DCA,BOS,0,870,867,883,399,0,0,0,0,0
131,2018,7,2,1,B6,N955JB,352,MCO,BOS,0,915,922,943,1121,0,1,0,0,1
88,2018,4,8,7,9E,N320PQ,3411,BOS,PIT,1,1255,1368,1391,496,0,0,0,1,0
51,2018,4,11,3,UA,N13716,486,EWR,BOS,0,1030,1023,1055,200,0,0,0,0,0
180,2018,7,1,7,B6,N637JB,494,DEN,BOS,0,654,690,701,1754,0,1,0,1,1
60,2018,3,5,1,B6,N258JB,760,PHL,BOS,0,1154,1146,1164,280,0,0,0,0,0
86,2018,4,5,4,AA,N521UW,1814,BOS,CLT,1,455,514,536,728,0,0,0,0,1
129,2018,8,29,3,UA,N23708,333,other,BOS,0,860,949,966,1597,0,1,0,0,0
60,2018,2,13,2,B6,N323JB,1154,DCA,BOS,0,932,921,956,399,0,0,0,0,0
98,2018,6,7,4,UA,N61886,449,BOS,ORD,1,430,484,514,867,0,1,0,1,0
90,2018,11,8,4,9E,N166PQ,5320,BOS,other,1,595,589,619,752,0,0,0,0,0
76,2018,8,28,2,B6,N197JB,390,DCA,BOS,0,635,624,635,399,0,0,0,0,0
134,2018,3,9,5,WN,N8647A,2113,other,BOS,0,615,611,623,1698,0,0,0,0,0
79,2018,11,20,2,B6,N351JB,1486,PIT,BOS,0,638,630,643,496,0,0,0,0,0
212,2018,11,22,4,AS,N556AS,12,other,BOS,0,405,401,415,2496,0,0,0,0,0
86,2018,11,19,1,DL,N340NB,2437,DTW,BOS,0,457,451,482,632,0,0,0,0,0
101,2018,7,2,1,OO,N692CA,4180,BOS,other,1,435,438,460,1010,0,0,0,0,0
54,2018,12,7,5,B6,N318JB,2317,BOS,JFK,1,470,464,481,187,0,0,0,0,0
108,2018,5,7,1,WN,N779SW,401,BOS,other,1,610,606,614,1047,0,0,0,0,0
105,2018,9,22,6,UA,N37470,992,ORD,BOS,0,465,461,473,867,0,0,0,0,0
52,2018,7,16,1,UA,N16709,2062,EWR,BOS,0,1320,1366,1414,200,0,1,0,1,0
156,2018,10,29,1,B6,N618JB,1039,BOS,other,1,437,441,466,1698,0,0,0,0,0
56,2018,3,6,2,AA,N109UW,1736,PHL,BOS,0,395,388,403,280,0,0,0,0,0
207,2018,8,10,5,DL,N3759,1837,BOS,other,1,1020,1016,1038,2496,0,0,0,0,0
60,2018,1,18,4,B6,N316JB,1326,BWI,BOS,0,1176,1175,1187,369,0,0,0,0,0
93,2018,9,23,7,YX,N206JQ,6074,BOS,other,1,1135,1134,1170,818,0,0,0,0,0
63,2018,10,8,1,9E,N300PQ,5086,BOS,JFK,1,784,872,920,187,0,1,0,1,0
64,2018,11,9,5,AA,N949UW,2136,BOS,LGA,1,720,718,735,184,0,0,0,0,0
95,2018,5,1,2,WN,N8560Z,383,other,BOS,0,890,885,899,942,0,0,0,0,0
91,2018,5,26,6,WN,N8329B,3517,BOS,other,1,470,467,481,861,0,0,0,0,0
91,2018,2,16,5,UA,N461UA,511,BOS,other,1,870,866,880,413,0,0,0,0,0
80,2018,10,27,6,AA,N162UW,848,ORD,BOS,0,1325,1316,1334,867,0,0,0,0,0
75,2018,3,23,5,AA,N562UW,1783,CLT,BOS,0,1251,1258,1272,728,0,0,0,0,0
132,2018,3,19,1,B6,N653JB,721,BOS,other,1,340,348,366,1197,0,0,0,0,0
164,2018,7,7,6,B6,N579JB,400,other,BOS,0,760,772,780,1368,0,1,0,1,1
77,2018,6,19,2,B6,N337JB,1885,BOS,PIT,1,1076,1090,1109,496,0,0,0,0,0
72,2018,10,1,1,B6,N354JB,626,BWI,BOS,0,634,626,635,369,0,0,0,0,0
79,2018,4,2,1,B6,N648JB,1906,other,BOS,0,1187,1191,1202,942,0,0,0,0,0
99,2018,11,12,1,DL,N945AT,606,other,BOS,0,912,912,924,752,0,0,0,0,0
92,2018,4,9,1,B6,N274JB,1836,DTW,BOS,0,360,346,355,632,0,0,0,0,0
