flight_time,year,month,dayofmonth,weekday,carrier,tailnum,flightnum,origin,dest,bos_depart,schedule_depart,depart,wheels_off,distance,weather_delay,nas_delay,security_delay,late_aircraft_delay,carrier_delay
57,2018,6,10,7,UA,N16709,2047,BOS,EWR,1,1170,1210,1238,200,0,1,0,1,0
123,2018,1,11,4,NK,N623NK,958,other,BOS,0,1252,1246,1255,1249,0,0,0,0,0
152,2018,7,4,3,B6,N563JB,1038,other,BOS,0,1123,1115,1127,1698,0,0,0,0,0
80,2018,9,4,2,9E,N306PQ,5269,BOS,other,1,415,412,444,860,0,0,0,0,0
207,2018,8,27,1,DL,N398DA,2767,BOS,other,1,375,382,404,2105,0,0,0,0,0
51,2018,10,16,2,B6,N183JB,845,BOS,other,1,1338,1328,1345,265,0,0,0,0,0
149,2018,5,23,3,B6,N944JB,665,BOS,other,1,524,528,542,1249,0,0,0,0,0
86,2018,6,10,7,MQ,N857AE,3765,BOS,PIT,1,630,628,643,496,0,0,0,0,0
110,2018,10,25,4,OO,N279SY,3583,BOS,other,1,470,469,495,1010,0,0,0,0,0
135,2018,12,6,4,B6,N659JB,466,other,BOS,0,599,592,607,1249,0,0,0,0,0
95,2018,4,21,6,WN,N8658A,3452,BOS,other,1,395,393,407,942,0,0,0,0,0
120,2018,2,7,3,DL,N326DN,1880,BOS,ATL,1,585,585,599,946,0,0,0,0,0
87,2018,3,30,5,EV,N713EV,5560,BOS,other,1,380,745,770,468,0,1,0,0,1
65,2018,12,25,2,AA,N585UW,2185,BOS,PHL,1,975,976,994,280,0,0,0,0,0
83,2018,8,30,4,NK,N530NK,440,other,BOS,0,1163,1150,1161,563,0,0,0,0,0
127,2018,9,5,3,B6,N627JB,892,other,BOS,0,659,656,677,1185,0,0,0,0,0
113,2018,7,20,5,DL,N359NW,2090,BOS,MCO,1,1229,1295,1315,1121,0,0,0,0,1
163,2018,12,8,6,UA,N37471,1254,BOS,other,1,450,486,501,1597,0,1,0,0,0
137,2018,3,26,1,B6,N526JB,465,BOS,other,1,333,332,344,1249,0,0,0,0,0
47,2018,2,1,4,B6,N374JB,2680,EWR,BOS,0,1315,1350,1375,200,0,1,0,1,1
73,2018,12,6,4,AA,N938NN,2723,ORD,BOS,0,525,532,556,867,0,0,0,0,0
144,2018,12,27,4,NK,N601NK,239,BOS,other,1,914,939,954,1249,0,0,0,0,0
68,2018,3,23,5,B6,N374JB,356,other,BOS,0,1146,1185,1198,413,0,0,0,1,0
99,2018,8,1,3,AA,N568UW,1902,CLT,BOS,0,695,700,717,728,0,0,0,0,0
101,2018,9,6,4,B6,N239JB,1841,BOS,other,1,1250,1308,1327,563,0,1,0,1,1
126,2018,9,1,6,B6,N615JB,2235,BOS,MSP,1,1258,1277,1290,1124,0,0,0,0,0
148,2018,8,14,2,AA,N929NN,29,BOS,other,1,1011,1027,1038,1258,0,0,0,0,0
76,2018,7,21,6,B6,N375JB,1282,other,BOS,0,971,1017,1034,474,0,0,0,0,1
67,2018,5,2,3,B6,N179JB,1216,other,BOS,0,943,937,947,395,0,0,0,0,0
99,2018,9,15,6,DL,N862DN,154,DTW,BOS,0,956,950,962,632,0,0,0,0,0
87,2018,9,4,2,WN,N8312C,2637,BOS,BWI,1,565,562,582,369,0,0,0,0,0
104,2018,4,25,3,WN,N7726A,2004,other,BOS,0,1170,1179,1186,1047,0,0,0,0,0
48,2018,1,8,1,B6,N368JB,732,LGA,BOS,0,645,635,652,184,0,0,0,0,0
97,2018,3,26,1,DL,N341NB,999,DTW,BOS,0,1325,1320,1331,632,0,0,0,0,0
69,2018,4,13,5,WN,N8619F,5498,other,BOS,0,1350,1377,1391,861,0,0,0,0,1
228,2018,5,1,2,AA,N124AA,333,BOS,LAX,1,540,531,554,2611,0,0,0,0,0
57,2018,7,24,2,DL,N380DA,2680,BOS,LGA,1,420,419,444,184,0,0,0,0,0
81,2018,12,1,6,9E,N166PQ,5287,PIT,BOS,0,1100,1090,1107,496,0,0,0,0,0
107,2018,6,24,7,UA,N36476,599,BOS,ORD,1,995,994,1011,867,0,0,0,0,0
51,2018,11,11,7,UA,N68843,1425,BOS,EWR,1,1005,1027,1050,200,0,0,0,0,0
70,2018,2,6,2,B6,N316JB,854,DCA,BOS,0,1130,1122,1146,399,0,0,0,0,0
210,2018,7,27,5,B6,N929JB,2820,other,BOS,0,694,688,712,2588,0,0,0,0,0
228,2018,9,16,7,DL,N380DA,2651,BOS,other,1,445,438,452,2496,0,0,0,0,0
127,2018,1,26,5,NK,N644NK,433,BOS,MCO,1,690,686,700,1121,0,0,0,0,0
180,2018,9,28,5,AS,N270AK,24,other,BOS,0,1295,1305,1325,2496,0,0,0,0,0
62,2018,2,27,2,AA,N714US,1929,PHL,BOS,0,1235,1322,1346,280,0,1,0,0,1
104,2018,4,16,1,AA,N897NN,2567,BOS,ORD,1,480,478,498,867,0,0,0,0,0
50,2018,10,18,4,AA,N944UW,2163,BOS,LGA,1,600,633,657,184,0,0,0,1,0
67,2018,4,29,7,WN,N468WN,3732,BWI,BOS,0,1000,1012,1023,369,0,0,0,0,0
105,2018,4,18,3,DL,N373NW,995,MSP,BOS,0,600,594,621,1124,0,0,0,0,0
114,2018,8,5,7,B6,N643JB,1992,other,BOS,0,500,491,501,1185,0,0,0,0,0
127,2018,10,10,3,DL,N342DN,1366,BOS,MSP,1,885,884,898,1124,0,0,0,0,0
62,2018,5,17,4,MQ,N833AE,3970,BOS,other,1,925,926,940,343,0,0,0,0,0
62,2018,4,26,4,AA,N952UW,2131,BOS,LGA,1,900,892,915,184,0,0,0,0,0
105,2018,7,13,5,OO,N898SK,3675,PIT,BOS,0,1119,1112,1126,496,0,0,0,0,0
62,2018,7,21,6,UA,N27239,1946,BOS,EWR,1,709,710,740,200,0,0,0,0,0
112,2018,11,10,6,B6,N565JB,222,other,BOS,0,795,832,843,1197,0,0,0,1,1
43,2018,12,15,6,UA,N37427,2323,EWR,BOS,0,1175,1174,1196,200,0,0,0,0,0
43,2018,10,25,4,DL,N361NW,2647,LGA,BOS,0,1200,1214,1246,184,0,0,0,0,0
153,2018,6,23,6,WN,N448WN,2605,other,BOS,0,805,809,819,1368,0,0,0,0,0
154,2018,11,15,4,UA,N72405,1253,other,BOS,0,471,466,482,1597,0,0,0,0,0
91,2018,4,29,7,B6,N187JB,184,RDU,BOS,0,1138,1132,1140,612,0,0,0,0,0
73,2018,3,23,5,9E,N132EV,3503,BOS,other,1,644,648,666,752,0,0,0,0,0
102,2018,12,22,6,B6,N373JB,1246,CLT,BOS,0,666,654,669,728,0,0,0,0,0
262,2018,9,11,2,B6,N991JB,633,BOS,SFO,1,946,944,963,2704,0,0,0,0,0
76,2018,12,15,6,WN,N453WN,3349,BOS,BWI,1,1120,1130,1141,369,0,0,0,0,0
81,2018,7,18,3,UA,N69838,913,ORD,BOS,0,935,936,954,867,0,0,0,0,0
52,2018,7,2,1,UA,N73276,700,BOS,EWR,1,524,520,532,200,0,0,0,0,0
155,2018,8,21,2,AA,N929AA,2747,DFW,BOS,0,430,426,437,1562,0,0,0,0,0
69,2018,4,30,1,AA,N151UW,1812,CLT,BOS,0,1329,1323,1331,728,0,0,0,0,0
73,2018,11,2,5,WN,N247WN,277,BOS,BWI,1,545,542,565,369,0,0,0,0,0
77,2018,8,17,5,B6,N334JB,1927,BOS,BWI,1,842,865,876,369,0,0,0,1,1
85,2018,8,28,2,OO,N824SK,4687,other,BOS,0,1198,1191,1220,860,0,0,0,0,0
79,2018,9,6,4,B6,N529JB,1668,other,BOS,0,772,761,770,818,0,0,0,0,0
116,2018,12,17,1,B6,N556JB,1022,other,BOS,0,360,353,364,1197,0,0,0,0,0
56,2018,11,29,4,B6,N279JB,160,PHL,BOS,0,608,672,689,280,0,0,0,1,0
86,2018,6,9,6,DL,N378NW,2971,DTW,BOS,0,1195,1194,1216,632,0,0,0,0,0
168,2018,8,22,3,WN,N741SA,1912,DEN,BOS,0,1040,1051,1064,1754,0,0,0,0,0
68,2018,9,7,5,B6,N231JB,427,BOS,BWI,1,508,504,518,369,0,0,0,0,0
114,2018,12,8,6,UA,N12754,599,BOS,ORD,1,972,1032,1047,867,0,1,0,1,0
76,2018,1,19,5,DL,N912DE,1399,BOS,other,1,1075,1066,1088,752,0,0,0,0,0
225,2018,3,26,1,DL,N624AG,2610,SFO,BOS,0,715,713,743,2704,0,0,0,0,0
205,2018,6,19,2,NK,N602NK,641,BOS,other,1,1205,1248,1262,2381,0,1,0,0,0
111,2018,8,2,4,B6,N907JB,1152,MCO,BOS,0,1175,22,41,1121,0,0,0,1,1
98,2018,10,16,2,9E,N166PQ,3445,other,BOS,0,1199,1200,1217,860,0,0,0,0,0
189,2018,1,5,5,VX,N846VA,1358,SFO,BOS,0,1285,1298,1319,2704,0,0,0,0,0
32,2018,9,3,1,B6,N339JB,1551,other,BOS,0,600,595,609,91,0,0,0,0,0
54,2018,10,12,5,OO,N281SY,3626,PHL,BOS,0,1250,1387,1399,280,0,0,0,1,1
50,2018,6,14,4,UA,N77431,1202,BOS,EWR,1,1110,1205,1224,200,0,0,0,1,1
102,2018,9,18,2,OO,N805SK,4525,BOS,other,1,515,554,581,942,0,0,0,1,0
58,2018,7,29,7,AA,N919NN,2336,PHL,BOS,0,864,875,888,280,0,0,0,0,0
233,2018,12,3,1,B6,N945JB,487,BOS,LAX,1,635,671,688,2611,0,0,0,1,0
126,2018,7,5,4,B6,N509JB,1735,BOS,MSP,1,850,852,867,1124,0,0,0,0,0
139,2018,6,12,2,AA,N995AN,2747,DFW,BOS,0,420,416,428,1562,0,0,0,0,0
127,2018,10,3,3,DL,N370NW,1660,other,BOS,0,1195,1190,1207,1185,0,0,0,0,0
81,2018,4,24,2,AA,N937AN,1530,ORD,BOS,0,795,793,810,867,0,0,0,0,0
210,2018,6,12,2,AA,N850NN,2229,BOS,other,1,600,589,611,2300,0,0,0,0,0
102,2018,1,29,1,9E,N138EV,3939,BOS,other,1,680,673,685,752,0,0,0,0,0
127,2018,6,1,5,NK,N605NK,616,BOS,MSP,1,1097,1087,1108,1124,0,0,0,0,0
188,2018,7,3,2,AS,N528VA,1362,LAX,BOS,0,930,924,942,2611,0,0,0,0,0
53,2018,1,2,2,B6,N509JB,2580,EWR,BOS,0,1076,1154,1180,200,0,1,0,1,1
138,2018,2,10,6,DL,N372NW,2359,BOS,MCO,1,1169,1189,1200,1121,0,0,0,0,0
228,2018,11,25,7,DL,N713TW,2531,LAX,BOS,0,495,495,535,2611,0,1,0,0,0
129,2018,11,9,5,B6,N949JB,451,BOS,MCO,1,655,654,669,1121,0,0,0,0,0
47,2018,11,4,7,B6,N373JB,2580,EWR,BOS,0,1039,1037,1065,200,0,0,0,0,0
185,2018,9,5,3,UA,N588UA,242,SFO,BOS,0,872,864,881,2704,0,0,0,0,0
74,2018,2,6,2,B6,N266JB,1286,PIT,BOS,0,525,515,536,496,0,0,0,0,0
127,2018,6,2,6,B6,N768JB,221,BOS,other,1,1310,1297,1306,1197,0,0,0,0,0
223,2018,12,19,3,UA,N29129,242,SFO,BOS,0,840,854,872,2704,0,0,0,0,0
76,2018,2,24,6,B6,N179JB,1159,BOS,PHL,1,1060,1108,1127,280,0,0,0,1,1
135,2018,4,8,7,B6,N529JB,222,other,BOS,0,437,471,481,1197,0,1,0,0,1
235,2018,1,22,1,AS,N267AK,765,BOS,other,1,423,421,454,2496,0,0,0,0,0
177,2018,11,1,4,B6,N595JB,1039,BOS,other,1,437,428,454,1698,0,0,0,0,0
164,2018,5,19,6,UA,N65832,1578,other,BOS,0,1051,1046,1061,1597,0,0,0,0,0
48,2018,9,3,1,OO,N273SY,3717,JFK,BOS,0,670,687,702,187,0,0,0,0,0
249,2018,8,16,4,AA,N912NN,241,BOS,LAX,1,1102,1103,1135,2611,0,0,0,0,0
71,2018,8,10,5,AA,N561UW,688,BOS,PHL,1,1219,1276,1293,280,0,0,0,1,0
189,2018,7,23,1,B6,N768JB,276,other,BOS,0,1355,1359,1376,2694,0,0,0,0,0
50,2018,7,24,2,AA,N950UW,2131,LGA,BOS,0,780,776,797,184,0,0,0,0,0
65,2018,10,3,3,WN,N212WN,703,BWI,BOS,0,1235,1331,1346,369,0,0,0,0,1
110,2018,5,19,6,B6,N954JB,352,MCO,BOS,0,870,863,915,1121,0,0,0,0,0
81,2018,10,24,3,9E,N308PQ,5212,other,BOS,0,1195,1185,1196,468,0,0,0,0,0
110,2018,8,19,7,YX,N875RW,5966,other,BOS,0,745,741,757,640,0,0,0,0,0
208,2018,1,2,2,AS,N263AK,12,other,BOS,0,415,412,427,2496,0,0,0,0,0
72,2018,1,5,5,AA,N802AW,2138,DCA,BOS,0,1320,1317,1328,399,0,0,0,0,0
217,2018,9,16,7,DL,N703TW,2533,BOS,LAX,1,1065,1063,1080,2611,0,0,0,0,0
220,2018,1,21,7,B6,N985JB,288,LAX,BOS,0,360,363,382,2611,0,0,0,0,0
66,2018,8,20,1,AA,N958UW,2120,DCA,BOS,0,990,985,996,399,0,0,0,0,0
43,2018,4,20,5,AA,N956UW,2133,LGA,BOS,0,480,472,485,184,0,0,0,0,0
81,2018,9,2,7,9E,N147PQ,5269,BOS,other,1,490,477,496,860,0,0,0,0,0
167,2018,11,16,5,DL,N356NW,802,BOS,other,1,1190,1190,1246,1698,0,1,0,0,0
73,2018,3,28,3,WN,N220WN,2096,BOS,BWI,1,660,658,672,369,0,0,0,0,0
107,2018,6,7,4,UA,N457UA,1598,BOS,ORD,1,925,921,937,867,0,0,0,0,0
89,2018,3,9,5,WN,N8314L,2097,BOS,BWI,1,1030,1030,1050,369,0,0,0,0,0
60,2018,10,30,2,AA,N952UW,2131,BOS,LGA,1,900,892,910,184,0,0,0,0,0
73,2018,8,3,5,UA,N16701,2047,BOS,EWR,1,1170,1297,1310,200,0,1,0,1,0
193,2018,1,7,7,AA,N586UW,646,other,BOS,0,590,584,602,2300,0,0,0,0,0
203,2018,2,28,3,AS,N266AK,30,other,BOS,0,575,566,583,2537,0,0,0,0,0
108,2018,7,31,2,B6,N954JB,252,MCO,BOS,0,646,660,673,1121,0,0,0,0,0
142,2018,3,12,1,AA,N952NN,1274,BOS,other,1,450,443,465,1258,0,0,0,0,0
92,2018,1,16,2,EV,N740EV,5416,BOS,other,1,1195,1188,1211,474,0,0,0,0,0
166,2018,10,12,5,AA,N925AN,2763,other,BOS,0,930,932,948,2300,0,0,0,0,0
91,2018,7,27,5,B6,N183JB,357,BOS,other,1,1100,1251,1274,413,0,1,0,1,1
104,2018,1,16,2,DL,N912DE,1399,BOS,other,1,1075,1064,1086,752,0,0,0,0,0
132,2018,10,7,7,B6,N605JB,2235,BOS,MSP,1,1245,1312,1326,1124,0,0,0,1,1
130,2018,7,11,3,YX,N207JQ,5978,other,BOS,0,370,362,373,1256,0,0,0,0,0
52,2018,8,10,5,YX,N211JQ,6068,LGA,BOS,0,1020,1016,1039,184,0,0,0,0,0
59,2018,2,6,2,B6,N339JB,2579,BOS,EWR,1,909,899,911,200,0,0,0,0,0
111,2018,5,14,1,WN,N716SW,401,BOS,other,1,610,610,636,1047,0,0,0,0,0
135,2018,9,6,4,B6,N584JB,1735,BOS,MSP,1,844,836,851,1124,0,0,0,0,0
107,2018,3,31,6,UA,N76522,1598,BOS,ORD,1,912,912,925,867,0,0,0,0,0
148,2018,1,31,3,B6,N949JB,865,BOS,other,1,676,674,699,1249,0,0,0,0,0
225,2018,10,31,3,AA,N157AA,2800,LAX,BOS,0,1435,4,19,2611,0,0,0,0,0
111,2018,5,16,3,UA,N413UA,203,BOS,ORD,1,300,479,492,867,0,0,0,0,1
76,2018,5,27,7,B6,N339JB,357,BOS,other,1,1113,1114,1127,413,0,0,0,0,0
210,2018,9,21,5,DL,N390DA,1793,other,BOS,0,1290,1284,1302,2496,0,0,0,0,0
223,2018,10,10,3,UA,N38446,824,LAX,BOS,0,527,526,544,2611,0,0,0,0,0
82,2018,3,9,5,B6,N584JB,1667,BOS,other,1,584,590,609,818,0,0,0,0,0
225,2018,12,28,5,B6,N715JB,405,BOS,other,1,1030,1099,1115,2602,0,0,0,1,0
70,2018,1,9,2,B6,N309JB,1837,BOS,DTW,1,1199,1204,1224,632,0,0,0,0,0
95,2018,5,7,1,DL,N356NW,2265,BOS,DTW,1,1130,1130,1145,632,0,0,0,0,0
163,2018,6,22,5,UA,N33284,448,BOS,DEN,1,935,935,946,1754,0,0,0,0,0
111,2018,3,21,3,DL,N3737C,2549,MSP,BOS,0,775,768,780,1124,0,0,0,0,0
157,2018,2,24,6,B6,N197JB,565,BOS,other,1,428,428,455,1249,0,0,0,0,0
156,2018,1,6,6,AA,N823NN,1086,BOS,other,1,1015,1020,1036,1258,0,0,0,0,0
84,2018,12,23,7,9E,N310PQ,5128,BOS,other,1,480,477,500,752,0,0,0,0,0
70,2018,11,2,5,B6,N571JB,126,BWI,BOS,0,745,919,937,369,0,1,0,1,0
86,2018,12,13,4,UA,N69840,1425,BOS,EWR,1,1020,1063,1086,200,0,1,0,0,0
140,2018,11,13,2,B6,N566JB,1451,BOS,MCO,1,1058,1078,1102,1121,0,1,0,0,1
250,2018,10,6,6,AS,N549AS,469,BOS,LAX,1,600,609,635,2611,0,1,0,0,1
70,2018,10,26,5,B6,N368JB,459,BOS,PHL,1,553,560,582,280,0,0,0,0,0
89,2018,5,23,3,YX,N214JQ,6126,BOS,other,1,1030,1026,1056,860,0,0,0,0,0
191,2018,5,6,7,AS,N527VA,1360,LAX,BOS,0,450,442,458,2611,0,0,0,0,0
144,2018,11,22,4,WN,N7708E,311,BOS,other,1,360,360,379,1256,0,0,0,0,0
94,2018,3,19,1,B6,N238JB,1585,BOS,PIT,1,721,715,726,496,0,0,0,0,0
76,2018,10,20,6,EV,N14180,4079,other,BOS,0,500,494,507,563,0,0,0,0,0
60,2018,4,2,1,9E,N912XJ,4018,JFK,BOS,0,420,417,476,187,0,1,0,0,0
228,2018,6,10,7,DL,N703TW,102,SFO,BOS,0,700,695,718,2704,0,0,0,0,0
153,2018,11,30,5,AA,N947NN,1497,DFW,BOS,0,545,540,554,1562,0,0,0,0,0
50,2018,11,27,2,B6,N337JB,1432,LGA,BOS,0,390,378,391,184,0,0,0,0,0
88,2018,12,3,1,YX,N878RW,6004,BOS,other,1,560,546,570,395,0,0,0,0,0
49,2018,10,17,3,YX,N202JQ,6058,LGA,BOS,0,720,717,737,184,0,0,0,0,0
75,2018,2,23,5,B6,N197JB,1215,BOS,other,1,732,723,737,395,0,0,0,0,0
100,2018,4,30,1,DL,N340DN,800,BOS,ATL,1,658,658,677,946,0,0,0,0,0
195,2018,9,24,1,B6,N556JB,647,BOS,other,1,1089,1089,1120,2105,0,1,0,0,0
86,2018,1,17,3,AA,N953UW,2159,BOS,DCA,1,360,353,411,399,0,1,0,0,0
66,2018,4,25,3,B6,N187JB,660,PHL,BOS,0,994,1125,1168,280,0,1,0,1,0
106,2018,4,27,5,AA,N892NN,1231,CLT,BOS,0,882,928,954,728,0,1,0,0,0
65,2018,1,15,1,B6,N324JB,56,other,BOS,0,626,625,637,413,0,0,0,0,0
91,2018,3,23,5,B6,N595JB,696,ATL,BOS,0,1030,1022,1034,946,0,0,0,0,0
80,2018,4,19,4,B6,N266JB,827,BOS,BWI,1,1007,1056,1083,369,0,1,0,1,1
67,2018,5,2,3,B6,N346JB,2215,BOS,other,1,629,627,635,395,0,0,0,0,0
74,2018,4,3,2,B6,N535JB,790,DCA,BOS,0,936,944,962,399,0,0,0,0,0
126,2018,1,26,5,NK,N524NK,204,other,BOS,0,770,759,771,1197,0,0,0,0,0
278,2018,2,16,5,B6,N945JB,987,BOS,LAX,1,1282,1283,1302,2611,0,1,0,0,1
66,2018,4,28,6,B6,N187JB,815,BOS,other,1,1079,1076,1090,395,0,0,0,0,0
42,2018,8,22,3,UA,N24706,2321,EWR,BOS,0,741,736,752,200,0,0,0,0,0
267,2018,9,4,2,B6,N988JB,633,BOS,SFO,1,945,944,961,2704,0,0,0,0,0
71,2018,6,14,4,YX,N882RW,5931,other,BOS,0,1034,1031,1050,818,0,0,0,0,0
119,2018,9,7,5,AA,N863NN,1360,BOS,ORD,1,1043,1053,1067,867,0,0,0,0,0
120,2018,7,5,4,B6,N775JB,721,BOS,other,1,434,430,451,1197,0,0,0,0,0
187,2018,6,29,5,B6,N615JB,504,other,BOS,0,1265,1285,1297,2602,0,0,0,0,0
179,2018,8,6,1,UA,N69818,1772,BOS,other,1,832,836,848,1597,0,1,0,0,0
78,2018,10,1,1,AA,N667AW,653,BOS,CLT,1,578,576,593,728,0,0,0,0,0
96,2018,3,12,1,UA,N62889,775,BOS,ORD,1,501,498,513,867,0,0,0,0,0
182,2018,10,17,3,UA,N68823,1921,BOS,DEN,1,552,546,567,1754,0,0,0,0,0
192,2018,1,28,7,B6,N983JB,434,SFO,BOS,0,480,473,491,2704,0,0,0,0,0
74,2018,2,11,7,WN,N226WN,4061,other,BOS,0,795,833,842,860,0,0,0,0,1
79,2018,8,9,4,AA,N508AY,1727,BOS,CLT,1,784,776,800,728,0,0,0,0,0
74,2018,9,25,2,NK,N634NK,708,ORD,BOS,0,831,900,922,867,0,1,0,0,0
59,2018,6,17,7,AA,N956UW,1816,PHL,BOS,0,535,599,607,280,0,0,0,0,1
63,2018,6,12,2,AA,N946UW,2162,LGA,BOS,0,660,647,659,184,0,0,0,0,0
64,2018,3,29,4,AA,N552UW,739,PHL,BOS,0,1140,1136,1171,280,0,0,0,0,0
86,2018,1,17,3,DL,N323DN,2102,ATL,BOS,0,600,698,725,946,1,0,0,1,0
95,2018,10,27,6,DL,N339NB,2437,DTW,BOS,0,455,450,460,632,0,0,0,0,0
82,2018,6,30,6,B6,N281JB,682,other,BOS,0,1239,1242,1251,474,0,0,0,0,0
50,2018,10,17,3,AA,N965UW,2162,LGA,BOS,0,660,649,671,184,0,0,0,0,0
94,2018,3,9,5,B6,N613JB,1806,other,BOS,0,582,582,591,942,0,0,0,0,0
146,2018,4,5,4,AA,N306PB,1172,DFW,BOS,0,761,756,770,1562,0,0,0,0,0
50,2018,8,11,6,AA,N109NN,1140,BOS,JFK,1,725,1097,1151,187,0,1,0,1,0
123,2018,2,25,7,B6,N705JB,166,other,BOS,0,779,820,848,1249,0,1,0,0,1
47,2018,3,25,7,B6,N304JB,118,JFK,BOS,0,869,876,911,187,0,1,0,0,1
48,2018,5,30,3,YX,N213JQ,6064,LGA,BOS,0,900,896,916,184,0,0,0,0,0
108,2018,9,16,7,OO,N269SY,4117,BOS,other,1,655,668,684,818,0,1,0,1,0
209,2018,5,3,4,AA,N126AN,2507,LAX,BOS,0,1280,1294,1324,2611,0,0,0,0,0
80,2018,5,19,6,WN,N8513F,3429,other,BOS,0,435,432,441,861,0,0,0,0,0
97,2018,7,25,3,AA,N855NN,1360,BOS,ORD,1,1044,1057,1083,867,0,0,0,0,0
83,2018,7,25,3,AA,N856NN,2264,ORD,BOS,0,610,608,645,867,0,1,0,0,0
233,2018,7,17,2,DL,N707TW,2311,SFO,BOS,0,1300,1307,1324,2704,0,0,0,0,0
144,2018,1,5,5,DL,N939AT,868,MSP,BOS,0,1220,1218,1230,1124,0,1,0,0,0
45,2018,2,5,1,YX,N875RW,6050,LGA,BOS,0,479,475,499,184,0,0,0,0,0
58,2018,9,21,5,AA,N831AW,2126,BOS,LGA,1,480,472,489,184,0,0,0,0,0
201,2018,2,15,4,VX,N282VA,1352,SFO,BOS,0,565,563,574,2704,0,0,0,0,0
79,2018,2,20,2,9E,N922XJ,3678,PIT,BOS,0,345,337,349,496,0,0,0,0,0
64,2018,2,7,3,B6,N198JB,2779,BOS,EWR,1,1287,1388,1426,200,0,1,0,0,1
221,2018,11,9,5,AA,N131NN,167,LAX,BOS,0,510,569,596,2611,0,0,0,0,1
98,2018,8,18,6,EV,N27200,4051,other,BOS,0,1069,1108,1133,563,0,1,0,0,0
97,2018,8,20,1,B6,N657JB,797,BOS,ATL,1,981,1008,1025,946,0,0,0,0,0
235,2018,11,26,1,DL,N6700,2488,BOS,SFO,1,430,431,463,2704,0,0,0,0,0
61,2018,11,13,2,B6,N346JB,590,DCA,BOS,0,851,859,882,399,0,0,0,0,0
105,2018,6,13,3,DL,N344NB,1523,BOS,DTW,1,1014,1007,1030,632,0,0,0,0,0
112,2018,3,27,2,UA,N69885,775,BOS,ORD,1,501,493,510,867,0,0,0,0,0
206,2018,10,8,1,B6,N946JB,288,LAX,BOS,0,360,352,362,2611,0,0,0,0,0
92,2018,4,22,7,B6,N228JB,2784,RDU,BOS,0,360,349,361,612,0,0,0,0,0
189,2018,5,19,6,B6,N537JB,472,other,BOS,0,1271,1266,1277,2689,0,0,0,0,0
129,2018,9,1,6,B6,N568JB,561,BOS,other,1,965,961,973,1674,0,0,0,0,0
107,2018,5,25,5,DL,N801DZ,1800,ATL,BOS,0,960,976,995,946,0,1,0,1,0
120,2018,1,28,7,NK,N507NK,568,other,BOS,0,540,531,541,1368,0,0,0,0,0
223,2018,4,13,5,B6,N991JB,988,LAX,BOS,0,1369,1383,1398,2611,0,1,0,0,0
73,2018,2,1,4,EV,N13566,4159,BOS,other,1,1130,1120,1136,563,0,0,0,0,0
233,2018,5,16,3,B6,N987JB,2819,BOS,other,1,428,419,435,2588,0,0,0,0,0
119,2018,2,14,3,B6,N624JB,952,MCO,BOS,0,760,755,767,1121,0,0,0,0,0
69,2018,7,11,3,AA,N122US,653,BOS,CLT,1,574,569,583,728,0,0,0,0,0
64,2018,6,17,7,AA,N196AA,1562,PHL,BOS,0,920,919,933,280,0,0,0,0,0
228,2018,5,9,3,AS,N285AK,769,BOS,other,1,1157,1154,1181,2588,0,0,0,0,0
94,2018,10,24,3,B6,N203JB,441,BOS,other,1,479,471,494,563,0,0,0,0,0
126,2018,7,21,6,UA,N78448,646,BOS,other,1,1215,1258,1268,1597,0,0,0,1,1
120,2018,9,9,7,B6,N552JB,392,other,BOS,0,1017,1013,1025,1185,0,0,0,0,0
94,2018,8,6,1,B6,N317JB,889,BOS,DCA,1,840,848,867,399,0,1,0,0,1
69,2018,12,4,2,B6,N329JB,790,DCA,BOS,0,1036,1038,1069,399,0,0,0,0,0
58,2018,10,18,4,B6,N284JB,2479,BOS,EWR,1,541,531,546,200,0,0,0,0,0
61,2018,9,13,4,B6,N351JB,917,BOS,JFK,1,315,312,322,187,0,0,0,0,0
67,2018,12,7,5,WN,N7869A,2043,BOS,BWI,1,1175,1172,1184,369,0,0,0,0,0
260,2018,2,8,4,UA,N33103,207,BOS,SFO,1,475,470,493,2704,0,0,0,0,0
85,2018,3,17,6,WN,N8502Z,2398,ATL,BOS,0,1200,1209,1226,946,0,0,0,0,0
77,2018,3,12,1,B6,N613JB,255,BOS,DCA,1,505,498,534,399,0,0,0,0,0
101,2018,11,1,4,DL,N341NW,154,DTW,BOS,0,1059,1095,1120,632,0,1,0,0,0
89,2018,12,21,5,YX,N873RW,6091,BOS,PIT,1,524,524,551,496,0,0,0,0,0
72,2018,9,28,5,NK,N606NK,103,BOS,other,1,303,300,314,738,0,0,0,0,0
53,2018,11,29,4,B6,N265JB,1231,BOS,LGA,1,915,950,977,184,0,1,0,0,0
127,2018,6,16,6,B6,N948JB,1152,MCO,BOS,0,1175,1163,1184,1121,0,0,0,0,0
89,2018,8,5,7,UA,N892UA,1598,BOS,ORD,1,921,921,937,867,0,0,0,0,0
63,2018,5,15,2,MQ,N849AE,4096,other,BOS,0,820,812,822,343,0,0,0,0,0
115,2018,3,10,6,B6,N239JB,966,other,BOS,0,1240,1407,1424,1249,0,0,0,1,1
87,2018,12,21,5,AA,N965UW,2119,BOS,DCA,1,960,981,993,399,0,1,0,0,0
139,2018,8,28,2,AA,N979AN,1099,other,BOS,0,514,514,529,1258,0,0,0,0,0
