date,type,address,city,zip,price,beds,baths,neighborhood 9,sqft,lotsize,year,hoa,url,mls,latitude,longitude
September-16-2022,condo,150 Cambridge St #209,Cambridge,2141,715000,1,1,Cambridge,732,,1898,505,https://www.redfin.com/MA/Cambridge/150-Cambridge-St-02141/unit-209/home/12428002,73020121,42.3705885,-71.0780026
September-16-2022,condo,26C Bradbury St Unit 26C,Cambridge,2138,1900000,3,2.5,Harvard Square,1890,,1960,1954,https://www.redfin.com/MA/Cambridge/26-Bradbury-St-02138/unit-26C/home/138278735,72963401,42.3754424,-71.1304494
September-14-2022,condo,8 Leland St #2,Somerville,2143,720000,2,2,Somerville,935,,1885,,https://www.redfin.com/MA/Somerville/8-Leland-St-02143/unit-2/home/8753508,73026427,42.3794881,-71.1028902
September-9-2022,condo,10 Rogers St #718,Cambridge,2142,1300000,2,2,Cambridge,1327,,1989,1258,https://www.redfin.com/MA/Cambridge/10-Rogers-St-02142/unit-718/home/11550815,73014913,42.3656338,-71.0773894
September-7-2022,condo,1697-1699 Cambridge St #19,Cambridge,2138,410000,1,1,Cambridge,345,,1940,217,https://www.redfin.com/MA/Cambridge/1697-Cambridge-St-02138/unit-19/home/11572681,73008668,42.3753168,-71.1118542
September-2-2022,condo,31 Concord Ave #2,Cambridge,2138,807000,2,2,Harvard Square,1375,,1920,732,https://www.redfin.com/MA/Cambridge/31-Concord-Ave-02138/unit-2/home/11586215,72998420,42.379888,-71.1259812
September-1-2022,condo,3 Dana St #9,Cambridge,2138,1230000,2,2,Mid Cambridge,1132,,1910,665,https://www.redfin.com/MA/Cambridge/3-Dana-St-02138/unit-9/home/28451987,73020551,42.3697107,-71.1106635
August-31-2022,condo,8 Leland #1,Somerville,2143,640000,2,1.5,Inman Square,853,,1885,200,https://www.redfin.com/MA/Somerville/8-Leland-St-02143/unit-1/home/8753502,73002363,42.3794881,-71.1028902
August-31-2022,condo,55 Magazine St #44,Cambridge,2139,1057500,2,2,Cambridge,1208,,1900,411,https://www.redfin.com/MA/Cambridge/55-Magazine-St-02139/unit-44/home/28439482,73020715,42.3626615,-71.1076822
August-30-2022,condo,19 Chauncy St Unit 3B,Cambridge,2138,960000,2,2,Cambridge,1180,,1972,700,https://www.redfin.com/MA/Cambridge/19-Chauncy-St-02138/unit-3B/home/11585996,72981890,42.3797538,-71.1226232
August-29-2022,condo,80 Newton St #3,Somerville,2143,639900,2,1.5,Somerville,724,2053,1900,200,https://www.redfin.com/MA/Somerville/80-Newton-St-02143/unit-3/home/8733517,72990244,42.3769912,-71.0972009
August-26-2022,condo,375 Broadway Unit 2 (1R),Cambridge,2139,720000,2,1,Mid Cambridge,755,,1870,326,https://www.redfin.com/MA/Cambridge/375-Broadway-02139/unit-2-1R/home/147043772,73001307,42.3710855,-71.1050911
,condo,375 Broadway #2,Cambridge,2139,720000,2,1,,755,,1870,,https://www.redfin.com/MA/Cambridge/375-Broadway-02139/unit-2/home/19003255,,42.3711817,-71.1049894
August-25-2022,condo,419 Norfolk St Unit 1D,Somerville,2143,312000,0,1,Somerville,294,,2002,281,https://www.redfin.com/MA/Somerville/419-Norfolk-St-02143/unit-1D/home/8752311,73008589,42.3748653,-71.0958262
,condo,221 Mt Auburn St #301,Cambridge,2138,1457700,2,2,,1106,,1960,,https://www.redfin.com/MA/Cambridge/221-Mt-Auburn-St-02138/unit-301/home/11587446,,42.3749459,-71.1301481
August-23-2022,condo,179 Chestnut St #3,Cambridge,2139,686500,1,1,Cambridgeport,742,,1873,255,https://www.redfin.com/MA/Cambridge/179-Chestnut-St-02139/unit-3/home/11560858,73015371,42.3582151,-71.1111771
August-22-2022,condo,109 Prospect #301,Somerville,2143,950000,2,2,Somerville,930,,2022,200,https://www.redfin.com/MA/Somerville/109-Prospect-St-02143/unit-301/home/179694915,72990702,42.375064,-71.097433
August-22-2022,condo,369 Franklin St #503,Cambridge,2139,850000,2,1.5,Cambridge,923,,2003,696,https://www.redfin.com/MA/Cambridge/369-Franklin-St-02139/unit-503/home/11599840,72998838,42.3664032,-71.1079781
August-22-2022,condo,109 Prospect #303,Somerville,2143,955000,2,1,Somerville,942,,2022,200,https://www.redfin.com/MA/Somerville/109-Prospect-St-02143/unit-303/home/179317307,72976145,42.375064,-71.097433
August-19-2022,condo,75-83 Cambridge Pkwy Unit E806,Cambridge,2142,1780000,2,2,Cambridge,1655,,1989,1507,https://www.redfin.com/MA/Cambridge/75-83-Cambridge-Pkwy-02142/unit-E806/home/11551194,72997408,42.3643818,-71.0769379
August-18-2022,condo,27 West St #5,Cambridge,2139,960000,2,1,Cambridge,900,,1978,325,https://www.redfin.com/MA/Cambridge/27-West-St-02139/unit-5/home/12427984,73014748,42.3699505,-71.1044144
August-18-2022,condo,8 Ellery St,Cambridge,2138,2800000,4,5,Mid Cambridge,2468,,2022,,https://www.redfin.com/MA/Cambridge/8-Ellery-St-02138/home/11565068,73007786,42.3700441,-71.1113134
August-16-2022,condo,432 Norfolk St Unit 2H,Somerville,2143,870000,2,2,Union Square,1326,,2004,555,https://www.redfin.com/MA/Somerville/432-Norfolk-St-02143/unit-2H/home/8758163,72997100,42.3746845,-71.09505
August-16-2022,condo,1105 Massachusetts Ave Unit 9D,Cambridge,2138,585000,1,1,Harvard Square,582,,1970,330,https://www.redfin.com/MA/Cambridge/1105-Massachusetts-Ave-02138/unit-9D/home/11570450,73014119,42.3707873,-71.1134082
August-16-2022,condo,348 Harvard St #1,Cambridge,2139,595000,1,1,Harvard Square,707,,1920,490,https://www.redfin.com/MA/Cambridge/348-Harvard-St-02138/unit-1/home/11565850,73008750,42.3707214,-71.11006
August-16-2022,condo,268 Windsor St #5,Cambridge,2139,711000,2,1,Cambridge,827,,1927,462,https://www.redfin.com/MA/Cambridge/268-Windsor-St-02139/unit-5/home/11556262,73001762,42.3678094,-71.0950394
August-16-2022,condo,16 Chauncy St #41,Cambridge,2138,515000,0,1,Harvard Square,385,,1900,428,https://www.redfin.com/MA/Cambridge/16-Chauncy-St-02138/unit-41/home/11575882,72999107,42.3794742,-71.1223384
August-15-2022,condo,8 Ellery St #8,Cambridge,2138,4600000,5,5.5,Mid Cambridge,4022,,1841,,https://www.redfin.com/MA/Cambridge/8-Ellery-St-02138/unit-8/home/180346469,73007783,42.3700441,-71.1113134
August-15-2022,condo,12 Saint Paul St #1,Cambridge,2139,1090000,3,3,Cambridge,1629,,1903,,https://www.redfin.com/MA/Cambridge/12-St-Paul-St-02139/unit-1/home/11600280,72972818,42.3677515,-71.1037119
August-12-2022,condo,19 Fairmont Ave Unit C,Cambridge,2139,1030000,2,1,Cambridgeport,1360,,1902,153,https://www.redfin.com/MA/Cambridge/19-Fairmont-Ave-02139/unit-C/home/11598950,72998819,42.3619937,-71.1124275
,condo,165 Auburn St #2,Cambridge,2139,2125000,3,3.5,,1749,,2014,,https://www.redfin.com/MA/Cambridge/165-Auburn-St-02139/unit-2/home/11561931,,42.3637588,-71.1048686
,condo,205 Mt Auburn St Unit 1A,Cambridge,2138,440000,2,1,,915,,1900,,https://www.redfin.com/MA/Cambridge/205-Mt-Auburn-St-02138/unit-1A/home/11587621,,42.3748566,-71.1292846
August-9-2022,condo,20 Corporal Mcternan St #308,Cambridge,2139,1400000,2,2,Cambridge,1090,,1925,879,https://www.redfin.com/MA/Cambridge/20-Corporal-McTernan-St-02139/unit-308/home/18958223,73008400,42.3609149,-71.1079478
August-9-2022,condo,19 Chauncy St Unit 1B,Cambridge,2138,905000,2,2,Harvard Square,1191,,1972,664,https://www.redfin.com/MA/Cambridge/19-Chauncy-St-02138/unit-1B/home/11585982,73010111,42.3797538,-71.1226232
,condo,6 Beacon St #6,Somerville,2143,1400000,2,2.5,,1587,,2013,,https://www.redfin.com/MA/Somerville/6-Beacon-St-02143/unit-6/home/109866670,,42.374459,-71.102178
August-8-2022,condo,35 Berkshire St #3,Cambridge,2141,1365000,3,2,Kendall Square,1105,,2022,150,https://www.redfin.com/MA/Cambridge/35-Berkshire-St-02141/unit-3/home/179343194,72977755,42.3682241,-71.0922361
August-8-2022,condo,950 Massachusetts Ave Ph 5,Cambridge,2139,1316000,2,2,Cambridge,1001,,1989,1376,https://www.redfin.com/MA/Cambridge/950-Massachusetts-Ave-02139/unit-5/home/11567404,73002310,42.3685407,-71.1102224
August-5-2022,condo,159 Cherry St #159,Cambridge,2139,1150000,2,1,Central Square,1345,,1998,397,https://www.redfin.com/MA/Cambridge/159-Cherry-St-02139/unit-159/home/113238672,73014376,42.3660431,-71.0969458
August-5-2022,condo,12 Inman St #62,Cambridge,2139,590000,1,1,Cambridge,653,,1965,404,https://www.redfin.com/MA/Cambridge/12-Inman-St-02139/unit-62/home/11562199,72989024,42.3670628,-71.1048682
August-5-2022,condo,109 Prospect #305,Somerville,2143,1150000,2,2,Somerville,1120,,2022,200,https://www.redfin.com/MA/Somerville/109-Prospect-St-02143/unit-305/home/179317306,72976147,42.375064,-71.097433
August-5-2022,condo,21 Chauncy St #21,Cambridge,2138,715000,1,1,Harvard Square,675,,1900,355,https://www.redfin.com/MA/Cambridge/21-Chauncy-St-02138/unit-21/home/137609129,72982639,42.3796749,-71.1230811
,condo,159 Cherry St #000159,Cambridge,2139,1150000,2,1,,1345,,1998,,https://www.redfin.com/MA/Cambridge/159-Cherry-St-02139/unit-000159/home/11555825,,42.3660431,-71.0969458
,condo,173 Pleasant St #208,Cambridge,2139,746748,1,1,,996,,2002,,https://www.redfin.com/MA/Cambridge/173-Pleasant-St-02139/unit-208/home/11599917,,42.3593836,-71.1141702
,condo,21 Chauncy St #21,Cambridge,2138,715000,1,1,,502,,1900,,https://www.redfin.com/MA/Cambridge/21-Chauncy-St-02138/unit-21/home/11586054,,42.3796814,-71.1230847
August-4-2022,condo,177 Charles St #1,Cambridge,2141,775000,2,1,East Cambridge,888,,1886,183,https://www.redfin.com/MA/Cambridge/177-Charles-St-02141/unit-1/home/179754427,72992911,42.3680748,-71.0832206
August-3-2022,condo,29 Mansfield St #1,Somerville,2143,780000,3,2,Somerville,1399,,1900,400,https://www.redfin.com/MA/Somerville/29-Mansfield-St-02143/unit-1/home/12438428,72997976,42.3787644,-71.090191
,condo,29 Mansfield St #000001,Somerville,2143,780000,2,2,,1399,,1900,,https://www.redfin.com/MA/Somerville/29-Mansfield-St-02143/unit-000001/home/12403919,,42.3787747,-71.0901748
August-3-2022,condo,88 Hancock St #4,Cambridge,2139,579000,1,1,Cambridge,620,,1894,257,https://www.redfin.com/MA/Cambridge/88-Hancock-St-02139/unit-4/home/11566247,72995139,42.3686819,-71.1081103
,condo,146 Allston St #2,Cambridge,2139,700000,3,2,,704,,1886,,https://www.redfin.com/MA/Cambridge/146-Allston-St-02139/unit-2/home/172605133,,42.3582943,-71.1081281
August-1-2022,condo,1 Hancock Park #2,Cambridge,2139,1950000,4,2.5,Mid Cambridge,2196,,1903,295,https://www.redfin.com/MA/Cambridge/1-Hancock-Park-02139/unit-2/home/39893118,73002374,42.3704753,-71.1061097
July-28-2022,condo,38 Speridakis Ter #1,Cambridge,2139,640000,1,1,Cambridgeport,775,,1920,166,https://www.redfin.com/MA/Cambridge/38-Speridakis-Ter-02139/unit-1/home/12165733,72994529,42.3598396,-71.1062447
,condo,1697 Cambridge St #10,Cambridge,2138,535000,1,1,,620,,1940,,https://www.redfin.com/MA/Cambridge/1697-Cambridge-St-02138/unit-10/home/11572654,,42.3753168,-71.1118542
,condo,338 Harvard St #9,Cambridge,2139,900000,2,2,,925,,1900,,https://www.redfin.com/MA/Cambridge/338-Harvard-St-02139/unit-9/home/11565294,,42.3703685,-71.1089691
July-25-2022,condo,31 Concord Ave #11,Cambridge,2138,806000,2,2,Harvard Square,1143,,1920,608,https://www.redfin.com/MA/Cambridge/31-Concord-Ave-02138/unit-11/home/11586241,72994432,42.379888,-71.1259812
July-22-2022,condo,89 Thorndike St #3,Cambridge,2141,780000,2,1.5,Cambridge,1156,,1860,144,https://www.redfin.com/MA/Cambridge/89-Thorndike-St-02141/unit-3/home/179313504,72975777,42.3700004,-71.0821537
July-21-2022,condo,931 Massachusetts Ave #506,Cambridge,2139,680000,1,1.5,Mid Cambridge,811,,1987,1003,https://www.redfin.com/MA/Cambridge/931-Massachusetts-Ave-02139/unit-506/home/11565715,72997060,42.3690798,-71.1092476
July-21-2022,condo,18 Whitney Ave #2,Cambridge,2139,1257000,2,2,Cambridgeport,1195,,1885,359,https://www.redfin.com/MA/Cambridge/18-Whitney-Ave-02139/unit-2/home/16892150,72993157,42.3593905,-71.1123396
July-21-2022,condo,20 2nd St #224,Cambridge,2141,790000,1,1.5,East Cambridge,842,,2008,675,https://www.redfin.com/MA/Cambridge/20-Second-St-02141/unit-224/home/28439891,72995342,42.3706593,-71.0785109
July-20-2022,condo,305 Webster #104,Cambridge,2141,660000,1,2,Cambridge,967,,2020,219,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-104/home/168641530,72966898,42.3735688,-71.0943227
,condo,4 Crawford St #8,Cambridge,2139,575000,1,1,,580,,1930,,https://www.redfin.com/MA/Cambridge/4-Crawford-St-02139/unit-8/home/11598192,,42.3712233,-71.1069454
July-19-2022,condo,29 Tufts #2,Cambridge,2139,1275000,2,2,Cambridge,1327,,1925,320,https://www.redfin.com/MA/Cambridge/29-Tufts-St-02139/unit-2/home/19003004,72990923,42.3577148,-71.1117094
July-18-2022,condo,28 River St #3,Cambridge,2139,805000,2,1,Cambridge,832,,1860,212,https://www.redfin.com/MA/Cambridge/28-River-St-02139/unit-3/home/28439597,72995127,42.3646877,-71.105828
July-15-2022,condo,9 Medford St #205,Somerville,2143,590000,1,1,Somerville,656,,1916,498,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-205/home/147025285,72990440,42.3742011,-71.0868252
July-15-2022,condo,75-83 Cambridge Pkwy Unit E402,Cambridge,2142,2062000,2,2.5,Cambridge,1865,,1989,2120,https://www.redfin.com/MA/Cambridge/75-83-Cambridge-Pkwy-02142/unit-E402/home/11551079,72984822,42.3643818,-71.0769379
July-14-2022,condo,31 Concord Ave #10,Cambridge,2138,685000,2,1,Cambridge,744,,1920,396,https://www.redfin.com/MA/Cambridge/31-Concord-Ave-02138/unit-10/home/11586237,72973817,42.379888,-71.1259812
July-14-2022,condo,19 Florence St #2,Cambridge,2139,2900000,4,3.5,Cambridgeport,2557,,2022,210,https://www.redfin.com/MA/Cambridge/19-Florence-St-02139/unit-2/home/179672160,72989178,42.3587095,-71.1136377
July-14-2022,condo,1 Fitchburg St Unit C109,Somerville,2143,925000,1,1.5,Brickbottom-Inner Belt,1514,,1920,503,https://www.redfin.com/MA/Somerville/1-Fitchburg-St-02143/unit-C109/home/8748382,72965855,42.375804,-71.0840397
July-14-2022,condo,31 Concord Ave #14,Cambridge,2138,799000,2,1,Cambridge,1013,,1910,540,https://www.redfin.com/MA/Cambridge/31-Concord-Ave-02138/unit-14/home/11586251,72984280,42.379888,-71.1259812
July-14-2022,condo,9 Medford #614,Somerville,2143,929000,2,2,Somerville,1057,,1916,883,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-614/home/170504427,72809964,42.3742011,-71.0868252
July-13-2022,condo,55 Magazine St #32,Cambridge,2139,900000,2,1,Cambridgeport,929,,1900,400,https://www.redfin.com/MA/Cambridge/55-Magazine-St-02139/unit-32/home/28439909,72994955,42.3626615,-71.1076822
July-12-2022,condo,14 Fayette St #1,Cambridge,2139,1270000,2,2,Mid Cambridge,1745,,1920,425,https://www.redfin.com/MA/Cambridge/14-Fayette-St-02139/unit-1/home/11564217,72980466,42.3716237,-71.1036991
July-12-2022,condo,109 Prospect #302,Somerville,2143,825000,1,1,Somerville,742,,2022,200,https://www.redfin.com/MA/Somerville/109-Prospect-St-02143/unit-302/home/179317308,72976146,42.375064,-71.097433
July-12-2022,condo,120 Pleasant St #2,Cambridge,2139,1100000,3,2,Cambridgeport,1675,1500,1894,,https://www.redfin.com/MA/Cambridge/120-Pleasant-St-02139/unit-2/home/11560514,72983560,42.3608785,-71.1116615
July-11-2022,condo,305 Webster Ave #103,Cambridge,2141,645000,1,2,Cambridge,908,,2020,336,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-103/home/168641461,72964384,42.3735688,-71.0943227
July-11-2022,condo,14 Ellsworth Park #3,Cambridge,2139,1121000,2,2,Cambridge,1128,,1910,225,https://www.redfin.com/MA/Cambridge/14-Ellsworth-Park-02139/unit-3/home/11548459,72999566,42.3728421,-71.1065471
,condo,307 Webster Ave #305,Cambridge,2141,291500,1,1,,782,,2020,,https://www.redfin.com/MA/Cambridge/307-Webster-Ave-02141/unit-305/home/180662254,,42.37377,-71.094241
July-8-2022,condo,7 Waldo Ave #4,Somerville,2143,530000,2,1,Somerville,646,,1900,286,https://www.redfin.com/MA/Somerville/7-Waldo-Ave-02143/unit-4/home/8760196,72994158,42.3771883,-71.1036928
July-8-2022,condo,321 Harvard St #202,Cambridge,2139,926000,3,1.5,Mid Cambridge,991,,1980,568,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-202/home/11564764,72985276,42.3704059,-71.1074028
July-8-2022,condo,19 Florence #1,Cambridge,2139,2500000,4,3.5,Cambridgeport,2460,,1886,179,https://www.redfin.com/MA/Cambridge/19-Florence-St-02139/unit-1/home/179672155,72989174,42.3587095,-71.1136377
July-7-2022,condo,20 Clinton St #6,Cambridge,2139,1400000,2,1.5,Cambridge,1083,,1920,283,https://www.redfin.com/MA/Cambridge/20-Clinton-St-02139/unit-6/home/11566886,72983653,42.3687281,-71.105441
July-7-2022,condo,10 Arnold Cir #2,Cambridge,2139,1465000,3,2.5,Mid Cambridge,1739,3739,1893,335,https://www.redfin.com/MA/Cambridge/10-Arnold-Cir-02139/unit-2/home/11566033,72972603,42.3686715,-71.1078317
July-7-2022,condo,20 Corporal Mcternan St #203,Cambridge,2139,780000,1,1,Cambridgeport,742,,1926,584,https://www.redfin.com/MA/Cambridge/20-Corporal-McTernan-St-02139/unit-203/home/11927485,72947535,42.3609149,-71.1079478
,condo,157 Pleasant St #107,Cambridge,2139,755000,2,2,,1033,,2002,,https://www.redfin.com/MA/Cambridge/157-Pleasant-St-02139/unit-107/home/11599809,,42.3599446,-71.1132651
,condo,135 Second St,Cambridge,2141,1265000,2,2,,946,,1910,,https://www.redfin.com/MA/Cambridge/135-Second-St-02141/home/167211533,,42.3675855,-71.0794762
July-5-2022,condo,993 Memorial Dr #402,Cambridge,2138,1000000,2,1,Cambridge,1052,,1914,857,https://www.redfin.com/MA/Cambridge/993-Memorial-Dr-02138/unit-402/home/11575113,72990358,42.373661,-71.1263046
July-5-2022,condo,321 Harvard St #206,Cambridge,2139,680000,1,1.5,Cambridge,669,,1980,343,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-206/home/11564774,72960458,42.3704059,-71.1074028
July-5-2022,condo,135 Second St #135,Cambridge,2141,1265000,2,2,Kendall Square,946,,1910,170,https://www.redfin.com/MA/Cambridge/135-Second-St-02141/unit-135/home/179344021,72977778,42.3675855,-71.0794762
,condo,73 Allston St #2,Cambridge,2139,657067,2,1,,812,,1916,,https://www.redfin.com/MA/Cambridge/73-Allston-St-02139/unit-2/home/11559596,,42.3577454,-71.1062901
July-1-2022,condo,53 Webster Ave #1,Cambridge,2141,942500,2,2,Wellington-Harrington,1225,,1854,306,https://www.redfin.com/MA/Cambridge/53-Webster-Ave-02141/unit-1/home/39537222,72977315,42.3680372,-71.0925769
July-1-2022,condo,169 Monsignor O'brien Hwy #209,Cambridge,2141,523000,1,1,Cambridge,576,,1930,464,https://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-209/home/11600563,72980375,42.3718067,-71.0777788
,condo,152 Pearl St #1,Cambridge,2139,600000,1,1,,555,,1900,,https://www.redfin.com/MA/Cambridge/152-Pearl-St-02139/unit-1/home/11601176,,42.3609792,-71.1064411
July-1-2022,condo,39 Magnolia Ave #3,Cambridge,2138,949000,2,2,Mid Cambridge,1104,,1903,152,https://www.redfin.com/MA/Cambridge/39-Magnolia-Ave-02138/unit-3/home/11596464,72984192,42.3765885,-71.1063763
July-1-2022,condo,304 Washington St #2,Cambridge,2139,915000,2,1.5,Cambridge,1015,,1895,250,https://www.redfin.com/MA/Cambridge/304-Washington-St-02139/unit-2/home/11555704,72972266,42.3651616,-71.0980913
,condo,165 Pleasant St #110,Cambridge,2139,860000,2,2,,1136,,2002,,https://www.redfin.com/MA/Cambridge/165-Pleasant-St-02139/unit-110/home/11599471,,42.3598487,-71.1138891
June-30-2022,condo,170 Gore #405,Cambridge,2141,735000,2,2,Cambridge,937,,1986,590,https://www.redfin.com/MA/Cambridge/170-Gore-St-02141/unit-405/home/11554023,72976039,42.3726509,-71.0862217
June-30-2022,condo,305 Webster Ave #102,Cambridge,2141,650000,1,2,Cambridge,908,,2020,336,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-102/home/168641215,72964386,42.3735688,-71.0943227
June-30-2022,condo,305 Webster Ave #101,Cambridge,2141,655000,1,2,Cambridge,918,,2020,336,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-101/home/167975404,72964383,42.3735688,-71.0943227
June-30-2022,condo,16 Ware St #21,Cambridge,2138,711000,1,1,Harvard Square,660,,1920,400,https://www.redfin.com/MA/Cambridge/16-Ware-St-02138/unit-21/home/11570911,72989346,42.3730628,-71.1125965
,condo,157 Pleasant St #201,Cambridge,2139,795000,2,2,,1033,,2002,,https://www.redfin.com/MA/Cambridge/157-Pleasant-St-02139/unit-201/home/11598962,,42.3599446,-71.1132651
June-30-2022,condo,285 Harvard St #405,Cambridge,2139,690000,1,1,Cambridge,601,,1910,332,https://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-405/home/11562535,72987265,42.3694716,-71.1041411
June-30-2022,condo,243 Bent St #2,Cambridge,2141,1150000,1,1.5,Kendall Square,1210,,1917,210,https://www.redfin.com/MA/Cambridge/243-Bent-St-02141/unit-2/home/23462879,72991660,42.3676313,-71.0846432
June-29-2022,condo,1541 Cambridge St #1,Cambridge,2139,960000,2,1.5,Mid Cambridge,1251,,1930,244,https://www.redfin.com/MA/Cambridge/1541-Cambridge-St-02139/unit-1/home/11571876,72983408,42.3746649,-71.1061215
June-29-2022,condo,950 Massachusetts Unit 2C,Cambridge,2138,700000,1,1,Harvard Square,613,,1989,691,https://www.redfin.com/MA/Cambridge/950-Massachusetts-Ave-02139/unit-2C/home/11567119,72979488,42.3685407,-71.1102224
June-28-2022,condo,170 Gore St #101,Cambridge,2141,480000,1,1,East Cambridge,585,,1986,484,https://www.redfin.com/MA/Cambridge/170-Gore-St-02141/unit-101/home/11553848,72960729,42.3726509,-71.0862217
,condo,70 Howard St,Cambridge,2139,600000,1,1,,725,,1903,,https://www.redfin.com/MA/Cambridge/70-Howard-St-02139/home/19003005,,42.3662051,-71.1108879
June-27-2022,condo,8 Fainwood Cir #1,Cambridge,2139,1075000,2,2,Mid Cambridge,1282,,1916,225,https://www.redfin.com/MA/Cambridge/8-Fainwood-Cir-02139/unit-1/home/11599399,72990824,42.3735812,-71.1030965
June-27-2022,condo,21 Chauncy #3,Cambridge,2138,750000,1,1,Harvard Square,913,,1900,510,https://www.redfin.com/MA/Cambridge/21-Chauncy-St-02138/unit-3/home/11586035,72982908,42.3796814,-71.1230847
June-27-2022,condo,70 Howard St #1,Cambridge,2139,600000,1,1,Cambridgeport,725,,1903,150,https://www.redfin.com/MA/Cambridge/70-Howard-St-02139/unit-1/home/28455925,72981040,42.3661927,-71.1108884
June-27-2022,condo,84 Columbia St #3,Cambridge,2139,950000,3,1,Area 4-The Port,1184,,1916,200,https://www.redfin.com/MA/Cambridge/84-Columbia-St-02139/unit-3/home/11549266,72976093,42.3654555,-71.0985007
June-24-2022,condo,10 Dana St #315,Cambridge,2138,527000,1,1,Mid Cambridge,500,,1909,376,https://www.redfin.com/MA/Cambridge/10-Dana-St-02138/unit-315/home/11565530,72981117,42.3702575,-71.1096183
June-24-2022,condo,46 Trowbridge St Unit D,Cambridge,2138,1715000,2,2,Harvard Square,1450,,1892,487,https://www.redfin.com/MA/Cambridge/46-Trowbridge-St-02138/unit-D/home/11571030,72982571,42.3722724,-71.1112289
,condo,288 Western Ave,Cambridge,2139,1220000,5,3.5,,1897,,1903,,https://www.redfin.com/MA/Cambridge/288-Western-Ave-02139/home/11600161,,42.3644722,-71.1125768
June-24-2022,condo,288 Western Ave #288,Cambridge,2139,1220000,5,3.5,Central Square,1897,,1903,416,https://www.redfin.com/MA/Cambridge/288-Western-Ave-02139/unit-288/home/113227818,72961887,42.3644722,-71.1125768
June-23-2022,condo,305 Webster Ave #109,Cambridge,2141,775000,2,2,Cambridge,1252,,2020,394,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-109/home/167152294,72964387,42.3735688,-71.0943227
June-23-2022,condo,1572 Massachusetts Ave #4,Cambridge,2138,830000,2,1,Cambridge,792,,1915,472,https://www.redfin.com/MA/Cambridge/1572-Massachusetts-Ave-02138/unit-4/home/11575945,72971748,42.3789725,-71.1206764
,condo,71 Marion St #2,Somerville,2143,735000,3,1.5,,1010,,1920,,https://www.redfin.com/MA/Somerville/71-Marion-St-02143/unit-2/home/8756777,,42.3774243,-71.1020816
June-21-2022,condo,57 Allston St #1,Cambridge,2139,850000,2,1.5,Cambridgeport,840,,1916,200,https://www.redfin.com/MA/Cambridge/57-Allston-St-02139/unit-1/home/179423403,72979652,42.3575658,-71.1059589
June-21-2022,condo,22 Bradbury St Unit A,Cambridge,2138,699000,1,1,Harvard Square,936,,1960,980,https://www.redfin.com/MA/Cambridge/22-Bradbury-St-02138/unit-A/home/40185181,72945469,42.3752411,-71.1293013
,condo,36 Oak St #2,Somerville,2143,1320000,3,3,,1589,,1900,,https://www.redfin.com/MA/Somerville/36-Oak-St-02143/unit-2/home/44633258,,42.3757247,-71.098646
,condo,221 Mt Auburn St Unit 22A,Cambridge,2138,699000,1,1,,936,,1960,,https://www.redfin.com/MA/Cambridge/221-Mt-Auburn-St-02138/unit-22A/home/11587407,,42.3749459,-71.1301481
,condo,59 Allston St #1,Cambridge,2139,850000,2,1.5,,840,,1916,,https://www.redfin.com/MA/Cambridge/59-Allston-St-02139/unit-1/home/11604050,,42.3575751,-71.10594
June-21-2022,condo,305 Webster #105,Cambridge,2141,560000,1,1,Cambridge,817,,2020,189,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-105/home/167975598,72966896,42.3735688,-71.0943227
,condo,22 Bigelow St Unit 2A,Cambridge,2139,998000,2,1,,1021,,1890,,https://www.redfin.com/MA/Cambridge/22-Bigelow-St-02139/unit-2A/home/11566676,,42.368262,-71.1049242
,condo,450 Broadway #1,Cambridge,2138,1825000,3,2.5,,1542,,1925,,https://www.redfin.com/MA/Cambridge/450-Broadway-02138/unit-1/home/11570554,,42.3733138,-71.1115084
June-16-2022,condo,50 Beacon St #1,Somerville,2143,940000,3,2,Somerville,1868,,1900,270,https://www.redfin.com/MA/Somerville/50-Beacon-St-02143/unit-1/home/12389571,72939344,42.3756978,-71.1034688
,condo,178 Harvard St,Cambridge,2139,2106000,3,2.5,,2341,,1886,,https://www.redfin.com/MA/Cambridge/178-Harvard-St-02139/home/11555849,,42.3664385,-71.0966903
June-16-2022,condo,178 Harvard St #178,Cambridge,2139,2106000,3,3,Area 4-The Port,2341,,1886,350,https://www.redfin.com/MA/Cambridge/178-Harvard-St-02139/unit-178/home/169996508,72943085,42.3664385,-71.0966903
June-15-2022,condo,20 Corporal Mcternan St #107,Cambridge,2139,1735000,3,3,Cambridgeport,1753,,1926,972,https://www.redfin.com/MA/Cambridge/20-Corporal-McTernan-St-02139/unit-107/home/12228583,72963374,42.3609149,-71.1079478
